OrderID,OrderDate,SupplierID,ProductID,QuantityOrdered,DeliveryStatus,Carrier,ExpectedDeliveryDate,ActualDeliveryDate,DaysDelayed,ShippingCost,SupplierName,Location,Rating,ContractType,ProductName,Category,ShelfLifeDays,StorageTemp,UnitCost,OrderValue,IsSeverelyDelayed
ORD-SC-00870,2024-11-17,SUP-022,PRD-0009,4666.0,In Transit,Cold Chain Express,2024-11-21,2024-11-24,3.0,2806.52,Supplier_22,Kano,B,Long-term,Butter Unsalted,Cheese,95,2-4°C,421.79,1968072.1400000001,False
ORD-SC-00871,2024-04-26,SUP-009,PRD-0011,467.0,Delayed,Cold Chain Express,2024-04-27,2024-05-06,9.0,299.55,Supplier_9,Lagos,A,Short-term,Cream Light,Powdered Milk,326,Frozen,52.41,24475.469999999998,True
ORD-SC-00872,2025-05-02,SUP-020,PRD-0030,451.0,Delivered,Green Logistics,2025-05-04,2025-05-03,-1.0,513.45,Supplier_20,Abuja,B,Long-term,Cocoa Powder,Chocolate,254,Frozen,135.58,61146.58000000001,False
ORD-SC-00873,2025-01-20,SUP-022,PRD-0030,1125.0,In Transit,Swift Cargo,2025-01-22,2025-01-23,1.0,885.19,Supplier_22,Kano,B,Long-term,Cocoa Powder,Chocolate,254,Frozen,135.58,152527.5,False
ORD-SC-00874,2025-03-04,SUP-002,PRD-0021,1494.0,In Transit,Swift Cargo,2025-03-10,2025-03-12,2.0,1133.55,Supplier_2,Port Harcourt,B,Trial,Flavored Milk,Powdered Milk,205,Frozen,279.24,417184.56,False
ORD-SC-00875,2024-08-05,SUP-017,PRD-0008,337.0,Cancelled,Green Logistics,2024-08-10,,0.0,367.95,Supplier_17,Lagos,A,Long-term,Butter Salted,Yogurt & Fermented,142,4-8°C,207.24,69839.88,False
ORD-SC-00876,2025-01-15,SUP-010,PRD-0008,2383.0,Delivered,Local Transport,2025-01-17,2025-01-17,0.0,1307.52,Supplier_10,Abuja,A,Long-term,Butter Salted,Yogurt & Fermented,142,4-8°C,207.24,493852.92000000004,False
ORD-SC-00877,2025-06-07,SUP-008,PRD-0029,3810.0,In Transit,Local Transport,2025-06-09,2025-06-11,2.0,2003.56,Supplier_8,Abuja,B,Long-term,Cocoa Butter,Cheese,264,Room Temp,232.33,885177.3,False
ORD-SC-00878,2024-01-04,SUP-025,PRD-0029,4133.0,Delayed,Local Transport,2024-01-06,2024-01-15,9.0,2417.39,Supplier_25,Kaduna,B,Long-term,Cocoa Butter,Cheese,264,Room Temp,232.33,960219.89,True
ORD-SC-00879,2024-02-22,SUP-001,PRD-0008,1411.0,In Transit,Green Logistics,2024-03-02,2024-03-02,0.0,785.04,Supplier_1,Port Harcourt,B,Short-term,Butter Salted,Yogurt & Fermented,142,4-8°C,207.24,292415.64,False
ORD-SC-00880,2024-06-21,SUP-017,PRD-0009,873.0,In Transit,Swift Cargo,2024-06-27,2024-06-28,1.0,917.84,Supplier_17,Lagos,A,Long-term,Butter Unsalted,Cheese,95,2-4°C,421.79,368222.67000000004,False
ORD-SC-00881,2025-06-22,SUP-019,PRD-0013,4090.0,Delivered,Swift Cargo,2025-06-24,2025-06-25,1.0,2496.98,Supplier_19,Ibadan,B,Short-term,Yogurt Flavored,Liquid Milk,126,4-8°C,460.09,1881768.0999999999,False
ORD-SC-00882,2025-05-16,SUP-008,PRD-0027,2736.0,Delivered,Local Transport,2025-05-19,2025-05-20,1.0,1490.37,Supplier_8,Abuja,B,Long-term,Milk Chocolate,Powdered Milk,276,4-8°C,358.78,981622.08,False
ORD-SC-00883,2025-06-16,SUP-008,PRD-0002,1126.0,Delivered,DHL Logistics,2025-06-24,2025-06-24,0.0,680.38,Supplier_8,Abuja,B,Long-term,Raw Milk Grade B,Yogurt & Fermented,67,Room Temp,282.93,318579.18,False
ORD-SC-00884,2024-01-28,SUP-013,PRD-0022,1121.0,Delivered,Swift Cargo,2024-02-03,2024-02-03,0.0,630.1,Supplier_13,Lagos,B,Long-term,Probiotic Drink,By-Products,47,Room Temp,237.56,266304.76,False
ORD-SC-00885,2025-04-02,SUP-025,PRD-0012,2103.0,Delayed,Green Logistics,2025-04-11,2025-04-18,7.0,1157.3,Supplier_25,Kaduna,B,Long-term,Yogurt Natural,By-Products,347,4-8°C,449.13,944520.39,True
ORD-SC-00886,2024-05-07,SUP-006,PRD-0028,4616.0,Delivered,Local Transport,2024-05-13,2024-05-12,-1.0,,Supplier_6,Calabar,A,Long-term,White Chocolate,Yogurt & Fermented,258,4-8°C,496.68,2292674.88,False
ORD-SC-00887,2025-02-16,SUP-005,PRD-0020,4971.0,Delivered,Cold Chain Express,2025-02-17,2025-02-16,-1.0,2838.22,Supplier_5,Kano,B,Long-term,Ice Cream Mix,Liquid Milk,229,4-8°C,263.24,1308566.04,False
ORD-SC-00888,2025-02-11,SUP-013,PRD-0030,4359.0,Delivered,Local Transport,2025-02-12,2025-02-13,1.0,2522.02,Supplier_13,Lagos,B,Long-term,Cocoa Powder,Chocolate,254,Frozen,135.58,590993.2200000001,False
ORD-SC-00889,2024-05-31,SUP-017,PRD-0020,396.0,Delivered,FedEx Supply,2024-06-09,2024-06-09,0.0,683.08,Supplier_17,Lagos,A,Long-term,Ice Cream Mix,Liquid Milk,229,4-8°C,263.24,104243.04000000001,False
ORD-SC-00890,2024-07-21,SUP-018,PRD-0020,2979.0,Delayed,DHL Logistics,2024-07-23,2024-08-03,11.0,1803.77,Supplier_18,Lagos,C,Long-term,Ice Cream Mix,Liquid Milk,229,4-8°C,263.24,784191.9600000001,True
ORD-SC-00891,2024-09-15,SUP-012,PRD-0024,3153.0,Delivered,Green Logistics,2024-09-18,2024-09-19,1.0,1698.53,Supplier_12,Lagos,B,Long-term,Buttermilk,Liquid Milk,160,Room Temp,221.68,698957.04,False
ORD-SC-00892,2024-05-18,SUP-012,PRD-0002,941.0,Delivered,Local Transport,2024-05-20,2024-05-22,2.0,904.76,Supplier_12,Lagos,B,Long-term,Raw Milk Grade B,Yogurt & Fermented,67,Room Temp,282.93,266237.13,False
ORD-SC-00893,2025-06-01,SUP-020,PRD-0028,4753.0,Delivered,Green Logistics,2025-06-04,2025-06-06,2.0,2656.38,Supplier_20,Abuja,B,Long-term,White Chocolate,Yogurt & Fermented,258,4-8°C,496.68,2360720.04,False
ORD-SC-00894,2024-02-21,SUP-012,PRD-0004,1571.0,Delivered,Local Transport,2024-02-23,2024-02-22,-1.0,898.47,Supplier_12,Lagos,B,Long-term,UHT Milk,Powdered Milk,261,Frozen,334.75,525892.25,False
ORD-SC-00895,2024-02-02,SUP-022,PRD-0025,1810.0,Delivered,Local Transport,2024-02-03,2024-02-02,-1.0,1238.31,Supplier_22,Kano,B,Long-term,Condensed Milk,Yogurt & Fermented,130,Room Temp,413.32,748109.2,False
ORD-SC-00896,2024-10-22,SUP-003,PRD-0009,4915.0,Delivered,Green Logistics,2024-10-27,2024-10-27,0.0,2939.15,Supplier_3,Benin City,A,Long-term,Butter Unsalted,Cheese,95,2-4°C,421.79,2073097.85,False
ORD-SC-00897,2024-10-26,SUP-013,PRD-0008,1392.0,Delivered,Green Logistics,2024-10-31,2024-11-01,1.0,954.82,Supplier_13,Lagos,B,Long-term,Butter Salted,Yogurt & Fermented,142,4-8°C,207.24,288478.08,False
ORD-SC-00898,2024-09-16,SUP-013,PRD-0027,1402.0,In Transit,Green Logistics,2024-09-18,2024-09-19,1.0,904.59,Supplier_13,Lagos,B,Long-term,Milk Chocolate,Powdered Milk,276,4-8°C,358.78,503009.55999999994,False
ORD-SC-00899,2024-12-21,SUP-016,PRD-0020,3430.0,Delivered,Green Logistics,2024-12-24,2024-12-23,-1.0,1966.3,Supplier_16,Ibadan,A,Long-term,Ice Cream Mix,Liquid Milk,229,4-8°C,263.24,902913.2000000001,False
ORD-SC-00900,2024-08-18,SUP-025,PRD-0007,419.0,In Transit,Swift Cargo,2024-08-25,2024-08-26,1.0,376.01,Supplier_25,Kaduna,B,Long-term,Skimmed Milk Powder,Butter & Cream,314,Frozen,494.37,207141.03,False
ORD-SC-00901,2024-08-28,SUP-012,PRD-0030,3397.0,Delayed,Local Transport,2024-08-30,2024-09-13,14.0,2123.62,Supplier_12,Lagos,B,Long-term,Cocoa Powder,Chocolate,254,Frozen,135.58,460565.26000000007,True
ORD-SC-00902,2024-02-26,SUP-015,PRD-0004,4112.0,Delivered,Green Logistics,2024-03-02,2024-03-01,-1.0,2458.33,Supplier_15,Kano,A,Trial,UHT Milk,Powdered Milk,261,Frozen,334.75,1376492.0,False
ORD-SC-00903,2024-11-30,SUP-009,PRD-0013,1163.0,Delivered,FedEx Supply,2024-12-07,2024-12-09,2.0,649.7,Supplier_9,Lagos,A,Short-term,Yogurt Flavored,Liquid Milk,126,4-8°C,460.09,535084.6699999999,False
ORD-SC-00904,2025-02-28,SUP-021,PRD-0012,2817.0,Delayed,Cold Chain Express,2025-03-03,2025-03-15,12.0,1868.25,Supplier_21,Kaduna,B,Short-term,Yogurt Natural,By-Products,347,4-8°C,449.13,1265199.21,True
ORD-SC-00905,2024-12-11,SUP-014,PRD-0011,4276.0,Delivered,Swift Cargo,2024-12-16,2024-12-16,0.0,2602.35,Supplier_14,Calabar,A,Short-term,Cream Light,Powdered Milk,326,Frozen,52.41,224105.15999999997,False
ORD-SC-00906,2025-02-20,SUP-020,PRD-0003,4819.0,Delivered,Local Transport,2025-02-22,2025-02-24,2.0,2901.73,Supplier_20,Abuja,B,Long-term,Pasteurized Milk,Chocolate,328,2-4°C,208.42,1004375.98,False
ORD-SC-00907,2024-10-10,SUP-006,PRD-0001,4094.0,Delivered,FedEx Supply,2024-10-11,2024-10-12,1.0,2388.49,Supplier_6,Calabar,A,Long-term,Raw Milk Grade A,Chocolate,356,4-8°C,371.84,1522312.96,False
ORD-SC-00908,2025-03-11,SUP-020,PRD-0001,2476.0,Delivered,Swift Cargo,2025-03-13,2025-03-15,2.0,1354.2,Supplier_20,Abuja,B,Long-term,Raw Milk Grade A,Chocolate,356,4-8°C,371.84,920675.84,False
ORD-SC-00909,2024-06-22,SUP-011,PRD-0024,2174.0,Delivered,FedEx Supply,2024-06-23,2024-06-22,-1.0,1432.39,Supplier_11,Calabar,C,Long-term,Buttermilk,Liquid Milk,160,Room Temp,221.68,481932.32,False
ORD-SC-00910,2024-12-13,SUP-001,PRD-0019,626.0,Delivered,Green Logistics,2024-12-14,2024-12-16,2.0,717.98,Supplier_1,Port Harcourt,B,Short-term,Lactose,Yogurt & Fermented,72,4-8°C,80.4,50330.4,False
ORD-SC-00911,2024-07-06,SUP-023,PRD-0015,1403.0,Delivered,Local Transport,2024-07-11,2024-07-11,0.0,1149.65,Supplier_23,Port Harcourt,B,Long-term,Cheese Mozzarella,Liquid Milk,65,4-8°C,62.4,87547.2,False
ORD-SC-00912,2025-02-27,SUP-012,PRD-0022,364.0,Delivered,Swift Cargo,2025-03-01,2025-02-28,-1.0,655.42,Supplier_12,Lagos,B,Long-term,Probiotic Drink,By-Products,47,Room Temp,237.56,86471.84,False
ORD-SC-00913,2024-04-07,SUP-023,PRD-0002,4185.0,In Transit,Local Transport,2024-04-11,2024-04-13,2.0,2591.69,Supplier_23,Port Harcourt,B,Long-term,Raw Milk Grade B,Yogurt & Fermented,67,Room Temp,282.93,1184062.05,False
ORD-SC-00914,2024-01-10,SUP-021,PRD-0020,321.0,Delayed,Swift Cargo,2024-01-19,2024-01-31,12.0,573.62,Supplier_21,Kaduna,B,Short-term,Ice Cream Mix,Liquid Milk,229,4-8°C,263.24,84500.04000000001,True
ORD-SC-00915,2024-08-18,SUP-012,PRD-0003,3824.0,Delivered,DHL Logistics,2024-08-20,2024-08-21,1.0,2245.19,Supplier_12,Lagos,B,Long-term,Pasteurized Milk,Chocolate,328,2-4°C,208.42,796998.08,False
ORD-SC-00916,2024-02-18,SUP-006,PRD-0011,3738.0,Delivered,DHL Logistics,2024-02-21,2024-02-22,1.0,2040.05,Supplier_6,Calabar,A,Long-term,Cream Light,Powdered Milk,326,Frozen,52.41,195908.58,False
ORD-SC-00917,2024-11-30,SUP-020,PRD-0009,4213.0,Delivered,Local Transport,2024-12-03,2024-12-05,2.0,2303.59,Supplier_20,Abuja,B,Long-term,Butter Unsalted,Cheese,95,2-4°C,421.79,1777001.27,False
ORD-SC-00918,2024-06-20,SUP-012,PRD-0023,261.0,Delayed,FedEx Supply,2024-06-29,2024-07-07,8.0,362.23,Supplier_12,Lagos,B,Long-term,Kefir,Powdered Milk,83,Frozen,165.13,43098.93,True
ORD-SC-00919,2025-05-14,SUP-017,PRD-0021,1704.0,Delayed,Swift Cargo,2025-05-17,2025-05-27,10.0,1007.79,Supplier_17,Lagos,A,Long-term,Flavored Milk,Powdered Milk,205,Frozen,279.24,475824.96,True
ORD-SC-00920,2025-05-24,SUP-003,PRD-0014,748.0,In Transit,Cold Chain Express,2025-05-30,2025-05-30,0.0,754.66,Supplier_3,Benin City,A,Long-term,Cheese Cheddar,By-Products,257,Room Temp,139.73,104518.04,False
ORD-SC-00921,2024-06-15,SUP-009,PRD-0019,2288.0,Delivered,Swift Cargo,2024-06-17,2024-06-17,0.0,1474.02,Supplier_9,Lagos,A,Short-term,Lactose,Yogurt & Fermented,72,4-8°C,80.4,183955.2,False
ORD-SC-00922,2025-04-18,SUP-008,PRD-0006,399.0,Delivered,Swift Cargo,2025-05-08,2025-05-09,1.0,328.08,Supplier_8,Abuja,B,Long-term,Whole Milk Powder,Chocolate,307,4-8°C,125.55,50094.45,False
ORD-SC-00923,2024-12-29,SUP-005,PRD-0001,4719.0,Delivered,Swift Cargo,2024-12-31,2024-12-30,-1.0,2793.15,Supplier_5,Kano,B,Long-term,Raw Milk Grade A,Chocolate,356,4-8°C,371.84,1754712.96,False
ORD-SC-00924,2024-05-08,SUP-023,PRD-0011,3902.0,Delivered,Green Logistics,2024-05-10,2024-05-11,1.0,2029.21,Supplier_23,Port Harcourt,B,Long-term,Cream Light,Powdered Milk,326,Frozen,52.41,204503.81999999998,False
ORD-SC-00925,2024-03-26,SUP-010,PRD-0004,3039.0,Delivered,FedEx Supply,2024-03-27,2024-03-27,0.0,1689.82,Supplier_10,Abuja,A,Long-term,UHT Milk,Powdered Milk,261,Frozen,334.75,1017305.25,False
ORD-SC-00926,2025-04-17,SUP-009,PRD-0029,4726.0,Delivered,FedEx Supply,2025-04-18,2025-04-19,1.0,2458.76,Supplier_9,Lagos,A,Short-term,Cocoa Butter,Cheese,264,Room Temp,232.33,1097991.58,False
ORD-SC-00927,2025-01-15,SUP-023,PRD-0011,310.0,Delivered,Swift Cargo,2025-01-17,2025-01-17,0.0,255.93,Supplier_23,Port Harcourt,B,Long-term,Cream Light,Powdered Milk,326,Frozen,52.41,16247.099999999999,False
ORD-SC-00928,2024-03-06,SUP-013,PRD-0021,4135.0,Delivered,Cold Chain Express,2024-03-08,2024-03-08,0.0,2340.26,Supplier_13,Lagos,B,Long-term,Flavored Milk,Powdered Milk,205,Frozen,279.24,1154657.4000000001,False
ORD-SC-00929,2024-07-04,SUP-009,PRD-0001,4249.0,Delivered,Local Transport,2024-07-12,2024-07-13,1.0,2333.73,Supplier_9,Lagos,A,Short-term,Raw Milk Grade A,Chocolate,356,4-8°C,371.84,1579948.16,False
ORD-SC-00930,2024-05-25,SUP-004,PRD-0004,1942.0,Delivered,DHL Logistics,2024-05-26,2024-05-25,-1.0,1337.02,Supplier_4,Abuja,B,Long-term,UHT Milk,Powdered Milk,261,Frozen,334.75,650084.5,False
ORD-SC-00931,2025-06-02,SUP-001,PRD-0009,2196.0,Delayed,FedEx Supply,2025-06-10,2025-06-13,3.0,1401.11,Supplier_1,Port Harcourt,B,Short-term,Butter Unsalted,Cheese,95,2-4°C,421.79,926250.8400000001,False
ORD-SC-00932,2024-06-18,SUP-021,PRD-0005,2554.0,Delivered,Cold Chain Express,2024-06-27,2024-06-26,-1.0,1623.03,Supplier_21,Kaduna,B,Short-term,Skimmed Milk,By-Products,330,Frozen,442.9,1131166.5999999999,False
ORD-SC-00933,2024-07-12,SUP-014,PRD-0018,1351.0,Delivered,DHL Logistics,2024-07-17,2024-07-17,0.0,921.49,Supplier_14,Calabar,A,Short-term,Casein,Chocolate,213,Room Temp,75.24,101649.23999999999,False
ORD-SC-00934,2024-12-20,SUP-016,PRD-0017,2732.0,Delivered,Swift Cargo,2024-12-22,2024-12-23,1.0,1612.39,Supplier_16,Ibadan,A,Long-term,Whey Powder,Chocolate,15,Room Temp,158.82,433896.24,False
ORD-SC-00935,2025-03-18,SUP-001,PRD-0012,481.0,In Transit,Green Logistics,2025-03-22,2025-03-23,1.0,464.83,Supplier_1,Port Harcourt,B,Short-term,Yogurt Natural,By-Products,347,4-8°C,449.13,216031.53,False
ORD-SC-00936,2025-03-07,SUP-014,PRD-0004,236.0,In Transit,Swift Cargo,2025-03-10,2025-03-13,3.0,508.13,Supplier_14,Calabar,A,Short-term,UHT Milk,Powdered Milk,261,Frozen,334.75,79001.0,False
ORD-SC-00937,2024-03-17,SUP-024,PRD-0028,4388.0,Delivered,Green Logistics,2024-03-19,2024-03-18,-1.0,2417.78,Supplier_24,Ibadan,A,Trial,White Chocolate,Yogurt & Fermented,258,4-8°C,496.68,2179431.84,False
ORD-SC-00938,2024-11-19,SUP-024,PRD-0001,3155.0,Delivered,Swift Cargo,2024-11-22,2024-11-24,2.0,2064.16,Supplier_24,Ibadan,A,Trial,Raw Milk Grade A,Chocolate,356,4-8°C,371.84,1173155.2,False
ORD-SC-00939,2024-05-30,SUP-009,PRD-0029,3908.0,Delivered,FedEx Supply,2024-06-04,2024-06-04,0.0,2175.13,Supplier_9,Lagos,A,Short-term,Cocoa Butter,Cheese,264,Room Temp,232.33,907945.64,False
ORD-SC-00940,2024-05-25,SUP-016,PRD-0015,814.0,Delivered,FedEx Supply,2024-05-27,2024-05-29,2.0,634.57,Supplier_16,Ibadan,A,Long-term,Cheese Mozzarella,Liquid Milk,65,4-8°C,62.4,50793.6,False
ORD-SC-00941,2024-05-04,SUP-022,PRD-0004,1308.0,Delivered,Local Transport,2024-05-07,2024-05-08,1.0,725.35,Supplier_22,Kano,B,Long-term,UHT Milk,Powdered Milk,261,Frozen,334.75,437853.0,False
ORD-SC-00942,2024-11-28,SUP-013,PRD-0002,149.0,Delivered,Local Transport,2024-12-02,2024-12-03,1.0,264.4,Supplier_13,Lagos,B,Long-term,Raw Milk Grade B,Yogurt & Fermented,67,Room Temp,282.93,42156.57,False
ORD-SC-00943,2024-09-20,SUP-023,PRD-0016,3372.0,Delivered,Swift Cargo,2024-09-22,2024-09-24,2.0,1754.91,Supplier_23,Port Harcourt,B,Long-term,Cheese Cream,By-Products,84,Room Temp,417.8,1408821.6,False
ORD-SC-00944,2024-03-10,SUP-010,PRD-0018,214.0,Delivered,FedEx Supply,2024-03-12,2024-03-11,-1.0,464.52,Supplier_10,Abuja,A,Long-term,Casein,Chocolate,213,Room Temp,75.24,16101.359999999999,False
ORD-SC-00945,2024-01-24,SUP-021,PRD-0013,3562.0,In Transit,Green Logistics,2024-01-27,2024-01-30,3.0,2147.43,Supplier_21,Kaduna,B,Short-term,Yogurt Flavored,Liquid Milk,126,4-8°C,460.09,1638840.5799999998,False
ORD-SC-00946,2025-01-14,SUP-013,PRD-0025,2221.0,Delivered,Local Transport,2025-01-15,2025-01-15,0.0,1603.94,Supplier_13,Lagos,B,Long-term,Condensed Milk,Yogurt & Fermented,130,Room Temp,413.32,917983.72,False
ORD-SC-00947,2024-10-02,SUP-003,PRD-0021,1440.0,Delivered,FedEx Supply,2024-10-05,2024-10-07,2.0,1163.13,Supplier_3,Benin City,A,Long-term,Flavored Milk,Powdered Milk,205,Frozen,279.24,402105.60000000003,False
ORD-SC-00948,2024-05-20,SUP-013,PRD-0022,2370.0,Delayed,Cold Chain Express,2024-05-22,2024-05-29,7.0,1394.9,Supplier_13,Lagos,B,Long-term,Probiotic Drink,By-Products,47,Room Temp,237.56,563017.2,True
ORD-SC-00949,2024-04-27,SUP-025,PRD-0011,4005.0,Delivered,DHL Logistics,2024-04-28,2024-04-27,-1.0,2269.86,Supplier_25,Kaduna,B,Long-term,Cream Light,Powdered Milk,326,Frozen,52.41,209902.05,False
ORD-SC-00950,2024-07-04,SUP-003,PRD-0021,2961.0,In Transit,Local Transport,2024-07-06,2024-07-08,2.0,1823.72,Supplier_3,Benin City,A,Long-term,Flavored Milk,Powdered Milk,205,Frozen,279.24,826829.64,False
ORD-SC-00951,2024-06-10,SUP-023,PRD-0020,3020.0,Delivered,DHL Logistics,2024-06-13,2024-06-13,0.0,1702.98,Supplier_23,Port Harcourt,B,Long-term,Ice Cream Mix,Liquid Milk,229,4-8°C,263.24,794984.8,False
ORD-SC-00952,2025-05-31,SUP-014,PRD-0003,2896.0,Delivered,Cold Chain Express,2025-06-01,2025-06-01,0.0,1889.87,Supplier_14,Calabar,A,Short-term,Pasteurized Milk,Chocolate,328,2-4°C,208.42,603584.32,False
ORD-SC-00953,2025-04-08,SUP-017,PRD-0020,1919.0,Delivered,Green Logistics,2025-04-09,2025-04-09,0.0,1424.31,Supplier_17,Lagos,A,Long-term,Ice Cream Mix,Liquid Milk,229,4-8°C,263.24,505157.56,False
ORD-SC-00954,2025-03-01,SUP-006,PRD-0003,149.0,In Transit,Cold Chain Express,2025-03-16,2025-03-16,0.0,536.25,Supplier_6,Calabar,A,Long-term,Pasteurized Milk,Chocolate,328,2-4°C,208.42,31054.579999999998,False
ORD-SC-00955,2024-04-15,SUP-025,PRD-0016,3190.0,Delivered,FedEx Supply,2024-04-18,2024-04-20,2.0,2032.62,Supplier_25,Kaduna,B,Long-term,Cheese Cream,By-Products,84,Room Temp,417.8,1332782.0,False
ORD-SC-00956,2024-06-07,SUP-007,PRD-0002,4606.0,Delivered,Local Transport,2024-06-14,2024-06-15,1.0,2504.4,Supplier_7,Benin City,B,Short-term,Raw Milk Grade B,Yogurt & Fermented,67,Room Temp,282.93,1303175.58,False
ORD-SC-00957,2024-04-28,SUP-020,PRD-0004,611.0,Delivered,Local Transport,2024-04-29,2024-05-01,2.0,680.94,Supplier_20,Abuja,B,Long-term,UHT Milk,Powdered Milk,261,Frozen,334.75,204532.25,False
ORD-SC-00958,2024-08-03,SUP-010,PRD-0007,2576.0,In Transit,DHL Logistics,2024-08-11,2024-08-14,3.0,1701.88,Supplier_10,Abuja,A,Long-term,Skimmed Milk Powder,Butter & Cream,314,Frozen,494.37,1273497.12,False
ORD-SC-00959,2025-02-02,SUP-009,PRD-0028,2045.0,Delivered,FedEx Supply,2025-02-06,2025-02-05,-1.0,1491.55,Supplier_9,Lagos,A,Short-term,White Chocolate,Yogurt & Fermented,258,4-8°C,496.68,1015710.6,False
ORD-SC-00960,2024-09-08,SUP-022,PRD-0001,1203.0,In Transit,Swift Cargo,2024-09-11,2024-09-12,1.0,877.51,Supplier_22,Kano,B,Long-term,Raw Milk Grade A,Chocolate,356,4-8°C,371.84,447323.51999999996,False
ORD-SC-00961,2024-01-20,SUP-022,PRD-0028,1279.0,Delivered,FedEx Supply,2024-01-23,2024-01-24,1.0,964.03,Supplier_22,Kano,B,Long-term,White Chocolate,Yogurt & Fermented,258,4-8°C,496.68,635253.72,False
ORD-SC-00962,2025-01-04,SUP-006,PRD-0011,4517.0,Delivered,Green Logistics,2025-01-06,2025-01-07,1.0,2471.52,Supplier_6,Calabar,A,Long-term,Cream Light,Powdered Milk,326,Frozen,52.41,236735.96999999997,False
ORD-SC-00963,2025-02-15,SUP-018,PRD-0013,2178.0,Delivered,DHL Logistics,2025-02-17,2025-02-16,-1.0,1176.72,Supplier_18,Lagos,C,Long-term,Yogurt Flavored,Liquid Milk,126,4-8°C,460.09,1002076.0199999999,False
ORD-SC-00964,2025-05-27,SUP-014,PRD-0016,3289.0,Delivered,Swift Cargo,2025-05-29,2025-05-29,0.0,2019.98,Supplier_14,Calabar,A,Short-term,Cheese Cream,By-Products,84,Room Temp,417.8,1374144.2,False
ORD-SC-00965,2025-04-19,SUP-002,PRD-0020,4477.0,In Transit,DHL Logistics,2025-04-22,2025-04-26,4.0,2382.26,Supplier_2,Port Harcourt,B,Trial,Ice Cream Mix,Liquid Milk,229,4-8°C,263.24,1178525.48,False
ORD-SC-00966,2024-12-16,SUP-017,PRD-0004,1634.0,In Transit,Local Transport,2024-12-21,2024-12-23,2.0,985.0,Supplier_17,Lagos,A,Long-term,UHT Milk,Powdered Milk,261,Frozen,334.75,546981.5,False
ORD-SC-00967,2025-04-24,SUP-002,PRD-0009,1499.0,Delivered,Cold Chain Express,2025-04-25,2025-04-26,1.0,815.54,Supplier_2,Port Harcourt,B,Trial,Butter Unsalted,Cheese,95,2-4°C,421.79,632263.2100000001,False
ORD-SC-00968,2024-12-05,SUP-013,PRD-0003,1967.0,Delivered,Cold Chain Express,2024-12-07,2024-12-08,1.0,1167.13,Supplier_13,Lagos,B,Long-term,Pasteurized Milk,Chocolate,328,2-4°C,208.42,409962.13999999996,False
ORD-SC-00969,2024-09-15,SUP-001,PRD-0004,1924.0,Delivered,Local Transport,2024-09-19,2024-09-21,2.0,1335.02,Supplier_1,Port Harcourt,B,Short-term,UHT Milk,Powdered Milk,261,Frozen,334.75,644059.0,False
ORD-SC-00970,2024-05-23,SUP-023,PRD-0022,3786.0,Delivered,Local Transport,2024-05-24,2024-05-26,2.0,2247.9,Supplier_23,Port Harcourt,B,Long-term,Probiotic Drink,By-Products,47,Room Temp,237.56,899402.16,False
ORD-SC-00971,2024-10-29,SUP-017,PRD-0026,2481.0,In Transit,FedEx Supply,2024-11-02,2024-11-05,3.0,418.37,Supplier_17,Lagos,A,Long-term,Evaporated Milk,By-Products,142,Frozen,414.97,1029540.5700000001,False
ORD-SC-00972,2024-03-06,SUP-010,PRD-0016,3651.0,Delivered,Local Transport,2024-03-11,2024-03-13,2.0,2278.24,Supplier_10,Abuja,A,Long-term,Cheese Cream,By-Products,84,Room Temp,417.8,1525387.8,False
ORD-SC-00973,2024-02-06,SUP-017,PRD-0014,2260.0,Delivered,DHL Logistics,2024-02-15,2024-02-15,0.0,1519.53,Supplier_17,Lagos,A,Long-term,Cheese Cheddar,By-Products,257,Room Temp,139.73,315789.8,False
ORD-SC-00974,2024-07-31,SUP-025,PRD-0017,768.0,Delivered,DHL Logistics,2024-08-01,2024-08-01,0.0,522.15,Supplier_25,Kaduna,B,Long-term,Whey Powder,Chocolate,15,Room Temp,158.82,121973.76,False
ORD-SC-00975,2025-01-21,SUP-009,PRD-0007,2889.0,Delivered,Cold Chain Express,2025-01-23,2025-01-25,2.0,1014.05,Supplier_9,Lagos,A,Short-term,Skimmed Milk Powder,Butter & Cream,314,Frozen,494.37,1428234.93,False
ORD-SC-00976,2024-11-12,SUP-003,PRD-0024,3871.0,Delivered,Cold Chain Express,2024-11-16,2024-11-16,0.0,2208.11,Supplier_3,Benin City,A,Long-term,Buttermilk,Liquid Milk,160,Room Temp,221.68,858123.28,False
ORD-SC-00977,2024-12-13,SUP-019,PRD-0001,3446.0,Delivered,Local Transport,2024-12-17,2024-12-18,1.0,2181.96,Supplier_19,Ibadan,B,Short-term,Raw Milk Grade A,Chocolate,356,4-8°C,371.84,1281360.64,False
ORD-SC-00978,2025-04-17,SUP-009,PRD-0007,1469.0,Delivered,Green Logistics,2025-04-25,2025-04-26,1.0,1017.35,Supplier_9,Lagos,A,Short-term,Skimmed Milk Powder,Butter & Cream,314,Frozen,494.37,726229.53,False
ORD-SC-00979,2025-06-07,SUP-024,PRD-0003,1613.0,Delivered,Local Transport,2025-06-15,2025-06-15,0.0,1037.94,Supplier_24,Ibadan,A,Trial,Pasteurized Milk,Chocolate,328,2-4°C,208.42,336181.45999999996,False
