OrderID,OrderDate,CustomerID,Product,Quantity,UnitPrice,Region,SalesRep,ProductCategory,TotalAmount,Discount,DiscountAmount,NetAmount,Cost,Profit,OrderMonth,OrderYear,OrderQuarter
ORD-000632,2025-10-25,Customer_0051,Laptop Air,6,299.99,North America,Carol White,Laptops,1799.94,0.1,179.99400000000003,1619.946,1168.7954126663237,451.1505873336762,2025-10,2025,2025Q4
ORD-000633,2024-08-26,Customer_0242,Webcam HD,6,599.99,North America,Bob Martinez,Peripherals,3599.94,0.1,359.994,3239.946,2407.315941842049,832.6300581579508,2024-08,2024,2024Q3
ORD-000634,2024-11-12,Customer_0294,Laptop Air,8,249.99,North America,Emma Brown,Laptops,1999.92,0.1,199.99200000000002,1799.928,1459.5208910614485,340.4071089385516,2024-11,2024,2024Q4
ORD-000635,2024-06-17,Customer_0408,"Monitor 27""",15,799.99,Europe,Bob Martinez,Monitors,11999.85,0.15,1799.9775,10199.872500000001,7075.350529887719,3124.5219701122824,2024-06,2024,2024Q2
ORD-000636,2025-04-17,Customer_0051,SSD 1TB,18,999.99,North America,Emma Brown,Components,17999.82,0.15,2699.973,15299.847,10253.584890312612,5046.262109687388,2025-04,2025,2025Q2
ORD-000637,2024-10-06,Customer_0266,Keyboard Wireless,16,499.99,North America,Carol White,Peripherals,7999.84,0.15,1199.9759999999999,6799.8640000000005,5504.919680427582,1294.9443195724189,2024-10,2024,2024Q4
ORD-000638,2023-08-21,Customer_0120,SSD 1TB,6,149.99,North America,Carol White,Components,899.94,0.1,89.99400000000001,809.946,643.0699288071737,166.87607119282632,2023-08,2023,2023Q3
ORD-000639,2024-06-07,Customer_0200,Graphics Card RTX,17,199.99,Latin America,Carol White,Components,3399.83,0.15,509.9745,2889.8555,2448.2109115697313,441.64458843026887,2024-06,2024,2024Q2
ORD-000640,2023-12-12,Customer_0405,Webcam HD,9,149.99,Europe,Carol White,Peripherals,1349.91,0.1,134.991,1214.919,915.6829646136819,299.23603538631824,2023-12,2023,2023Q4
ORD-000641,2025-12-05,Customer_0248,SSD 1TB,19,299.99,Asia Pacific,Alice Chen,Components,5699.81,0.15,854.9715,4844.838500000001,4084.727134604826,760.1113653951747,2025-12,2025,2025Q4
ORD-000642,2024-06-29,Customer_0070,Laptop Pro,18,149.99,Europe,Alice Chen,Laptops,2699.82,0.15,404.973,2294.847,1863.234447179171,431.61255282082925,2024-06,2024,2024Q2
ORD-000643,2025-03-04,Customer_0341,Laptop Pro,5,299.99,North America,Emma Brown,Laptops,1499.95,0.1,149.995,1349.955,851.1847010028782,498.7702989971217,2025-03,2025,2025Q1
ORD-000644,2023-09-06,Customer_0057,RAM 32GB,6,799.99,North America,Alice Chen,Components,4799.9400000000005,0.1,479.9940000000001,4319.946000000001,3371.5196230474944,948.4263769525064,2023-09,2023,2023Q3
ORD-000645,2023-02-16,Customer_0382,"Monitor 24""",12,149.99,Europe,Emma Brown,Monitors,1799.88,0.15,269.982,1529.8980000000001,1054.4991836055697,475.39881639443047,2023-02,2023,2023Q1
ORD-000646,2023-08-02,Customer_0039,"Monitor 27""",11,799.99,Europe,Alice Chen,Monitors,8799.89,0.15,1319.9834999999998,7479.906499999999,5256.366737554575,2223.5397624454245,2023-08,2023,2023Q3
ORD-000647,2023-08-27,Customer_0472,Graphics Card RTX,16,499.99,Latin America,Alice Chen,Components,7999.84,0.15,1199.9759999999999,6799.8640000000005,5031.340374377801,1768.5236256221997,2023-08,2023,2023Q3
ORD-000648,2025-12-15,Customer_0289,Motherboard Z790,17,499.99,Latin America,Alice Chen,Components,8499.83,0.15,1274.9745,7224.8555,5209.659817474518,2015.195682525482,2025-12,2025,2025Q4
ORD-000649,2023-12-16,Customer_0443,Graphics Card RTX,9,299.99,Europe,David Kim,Components,2699.91,0.1,269.991,2429.919,1658.6366489522832,771.2823510477167,2023-12,2023,2023Q4
ORD-000650,2023-04-17,Customer_0018,Headset Pro,1,599.99,Europe,Carol White,Peripherals,599.99,0.05,29.9995,569.9905,350.3053043854371,219.68519561456287,2023-04,2023,2023Q2
ORD-000651,2025-04-10,Customer_0440,SSD 1TB,3,499.99,North America,David Kim,Components,1499.97,0.05,74.9985,1424.9715,913.1430509065806,511.8284490934195,2025-04,2025,2025Q2
ORD-000652,2023-02-17,Customer_0220,CPU i9,9,399.99,North America,Alice Chen,Components,3599.91,0.1,359.991,3239.919,1994.1072108560154,1245.8117891439845,2023-02,2023,2023Q1
ORD-000653,2023-12-03,Customer_0313,Mouse Ergonomic,19,149.99,Latin America,Alice Chen,Peripherals,2849.8100000000004,0.15,427.47150000000005,2422.3385000000003,1836.936768996372,585.4017310036284,2023-12,2023,2023Q4
ORD-000654,2025-11-15,Customer_0244,Mouse Ergonomic,13,399.99,North America,David Kim,Peripherals,5199.87,0.15,779.9805,4419.8895,3659.243113755671,760.6463862443293,2025-11,2025,2025Q4
ORD-000655,2025-03-14,Customer_0352,Webcam HD,14,149.99,Middle East & Africa,Emma Brown,Peripherals,2099.86,0.15,314.979,1784.881,1517.0427521480945,267.83824785190563,2025-03,2025,2025Q1
ORD-000656,2023-01-08,Customer_0460,Motherboard Z790,19,99.99,Europe,Carol White,Components,1899.81,0.15,284.9715,1614.8384999999998,1356.6271761193461,258.2113238806537,2023-01,2023,2023Q1
ORD-000657,2024-09-16,Customer_0304,"Monitor 27""",7,799.99,Europe,Emma Brown,Monitors,5599.93,0.1,559.993,5039.937,3546.388314866461,1493.548685133539,2024-09,2024,2024Q3
ORD-000658,2024-12-19,Customer_0298,"Monitor 27""",4,299.99,North America,Carol White,Monitors,1199.96,0.05,59.998000000000005,1139.962,835.2745120674763,304.6874879325237,2024-12,2024,2024Q4
ORD-000659,2023-10-30,Customer_0283,Laptop Pro,12,999.99,Asia Pacific,Bob Martinez,Laptops,11999.880000000001,0.15,1799.9820000000002,10199.898000000001,7290.864948449933,2909.033051550068,2023-10,2023,2023Q4
ORD-000660,2024-09-30,Customer_0074,CPU i9,14,999.99,Europe,Carol White,Components,13999.86,0.15,2099.979,11899.881000000001,7855.496367860095,4044.384632139906,2024-09,2024,2024Q3
ORD-000661,2023-02-25,Customer_0110,Headset Pro,2,249.99,Europe,Emma Brown,Peripherals,499.98,0.05,24.999000000000002,474.981,342.5834486530251,132.39755134697492,2023-02,2023,2023Q1
ORD-000662,2024-12-26,Customer_0180,Keyboard Wireless,1,599.99,North America,Carol White,Peripherals,599.99,0.05,29.9995,569.9905,407.84874217603925,162.14175782396075,2024-12,2024,2024Q4
ORD-000663,2024-06-09,Customer_0426,Headset Pro,18,299.99,North America,Bob Martinez,Peripherals,5399.82,0.15,809.973,4589.847,3835.631888441669,754.2151115583306,2024-06,2024,2024Q2
ORD-000664,2024-04-18,Customer_0032,Desktop Elite,8,499.99,Europe,Bob Martinez,Desktops,3999.92,0.1,399.992,3599.928,2692.831107662997,907.0968923370028,2024-04,2024,2024Q2
ORD-000665,2023-01-28,Customer_0234,"Monitor 27""",3,199.99,North America,Alice Chen,Monitors,599.97,0.05,29.998500000000003,569.9715,348.8095536471202,221.1619463528798,2023-01,2023,2023Q1
ORD-000666,2023-03-19,Customer_0282,Laptop Air,6,599.99,Asia Pacific,Bob Martinez,Laptops,3599.94,0.1,359.994,3239.946,2594.233684327438,645.712315672562,2023-03,2023,2023Q1
ORD-000667,2023-12-31,Customer_0025,Docking Station,13,599.99,Asia Pacific,David Kim,Peripherals,7799.87,0.15,1169.9805,6629.8895,5268.426540736685,1361.4629592633155,2023-12,2023,2023Q4
ORD-000668,2024-10-27,Customer_0331,"Monitor 27""",9,199.99,North America,Emma Brown,Monitors,1799.91,0.1,179.991,1619.919,1280.675454678019,339.2435453219812,2024-10,2024,2024Q4
ORD-000669,2024-06-09,Customer_0279,Motherboard Z790,9,799.99,Asia Pacific,David Kim,Components,7199.91,0.1,719.991,6479.919,5074.650819413332,1405.2681805866678,2024-06,2024,2024Q2
ORD-000670,2024-11-29,Customer_0226,Graphics Card RTX,9,599.99,North America,David Kim,Components,5399.91,0.1,539.991,4859.919,3291.638784642326,1568.280215357674,2024-11,2024,2024Q4
ORD-000671,2025-06-01,Customer_0057,Graphics Card RTX,15,99.99,Asia Pacific,Emma Brown,Components,1499.85,0.15,224.9775,1274.8725,847.2811558663701,427.59134413362983,2025-06,2025,2025Q2
ORD-000672,2025-10-27,Customer_0180,Graphics Card RTX,13,599.99,North America,David Kim,Components,7799.87,0.15,1169.9805,6629.8895,4565.270789065116,2064.618710934884,2025-10,2025,2025Q4
ORD-000673,2025-10-23,Customer_0232,Motherboard Z790,16,249.99,North America,David Kim,Components,3999.84,0.15,599.976,3399.864,2274.1988958559027,1125.6651041440973,2025-10,2025,2025Q4
ORD-000674,2025-07-07,Customer_0382,CPU i9,2,399.99,North America,David Kim,Components,799.98,0.05,39.999,759.981,478.9340154830935,281.0469845169065,2025-07,2025,2025Q3
ORD-000675,2025-01-19,Customer_0343,Webcam HD,14,999.99,Asia Pacific,Bob Martinez,Peripherals,13999.86,0.15,2099.979,11899.881000000001,8986.600497569136,2913.2805024308655,2025-01,2025,2025Q1
ORD-000676,2023-12-29,Customer_0477,SSD 1TB,6,799.99,North America,Emma Brown,Components,4799.9400000000005,0.1,479.9940000000001,4319.946000000001,3510.4942990547725,809.4517009452284,2023-12,2023,2023Q4
ORD-000677,2025-03-16,Customer_0287,Laptop Air,2,299.99,North America,Emma Brown,Laptops,599.98,0.05,29.999000000000002,569.981,434.6277626354525,135.3532373645475,2025-03,2025,2025Q1
ORD-000678,2025-01-08,Customer_0064,Webcam HD,8,499.99,Europe,Emma Brown,Peripherals,3999.92,0.1,399.992,3599.928,2774.824354479541,825.1036455204589,2025-01,2025,2025Q1
ORD-000679,2025-11-04,Customer_0455,"Monitor 24""",4,99.99,North America,David Kim,Monitors,399.96,0.05,19.998,379.962,221.90679586494971,158.05520413505027,2025-11,2025,2025Q4
ORD-000680,2024-04-29,Customer_0232,Docking Station,14,799.99,Asia Pacific,Bob Martinez,Peripherals,11199.86,0.15,1679.979,9519.881000000001,6924.625252060403,2595.255747939598,2024-04,2024,2024Q2
ORD-000681,2023-01-28,Customer_0289,Docking Station,11,399.99,Europe,Emma Brown,Peripherals,4399.89,0.15,659.9835,3739.9065,3020.391103640995,719.5153963590051,2023-01,2023,2023Q1
ORD-000682,2024-12-14,Customer_0213,Motherboard Z790,14,249.99,Latin America,Carol White,Components,3499.86,0.15,524.979,2974.8810000000003,2015.2396149782367,959.6413850217637,2024-12,2024,2024Q4
ORD-000683,2025-11-28,Customer_0258,Laptop Pro,12,399.99,North America,Emma Brown,Laptops,4799.88,0.15,719.982,4079.898,3408.959109906872,670.9388900931281,2025-11,2025,2025Q4
ORD-000684,2023-03-27,Customer_0018,Graphics Card RTX,16,299.99,North America,Alice Chen,Components,4799.84,0.15,719.976,4079.864,3517.8734664303306,561.9905335696694,2023-03,2023,2023Q1
ORD-000685,2023-05-06,Customer_0175,"Monitor 27""",6,199.99,Asia Pacific,Carol White,Monitors,1199.94,0.1,119.99400000000001,1079.9460000000001,744.9478179397184,334.9981820602817,2023-05,2023,2023Q2
ORD-000686,2025-03-22,Customer_0417,Graphics Card RTX,1,499.99,Asia Pacific,Emma Brown,Components,499.99,0.05,24.9995,474.9905,345.57739450025963,129.41310549974037,2025-03,2025,2025Q1
ORD-000687,2024-06-20,Customer_0229,Laptop Pro,12,199.99,North America,David Kim,Laptops,2399.88,0.15,359.982,2039.8980000000001,1391.0684267817985,648.8295732182016,2024-06,2024,2024Q2
ORD-000688,2023-05-25,Customer_0226,Mouse Ergonomic,7,149.99,Europe,Emma Brown,Peripherals,1049.93,0.1,104.99300000000001,944.937,722.5232828834481,222.41371711655188,2023-05,2023,2023Q2
ORD-000689,2023-01-25,Customer_0084,Webcam HD,8,249.99,Asia Pacific,Bob Martinez,Peripherals,1999.92,0.1,199.99200000000002,1799.928,1108.5378216282209,691.3901783717793,2023-01,2023,2023Q1
ORD-000690,2023-03-08,Customer_0291,Desktop Elite,9,499.99,North America,Bob Martinez,Desktops,4499.91,0.1,449.991,4049.919,2610.6421422428684,1439.2768577571314,2023-03,2023,2023Q1
ORD-000691,2023-08-21,Customer_0435,Desktop Elite,2,299.99,Asia Pacific,Emma Brown,Desktops,599.98,0.05,29.999000000000002,569.981,415.171934067254,154.80906593274597,2023-08,2023,2023Q3
ORD-000692,2023-04-19,Customer_0370,Mouse Ergonomic,17,799.99,North America,David Kim,Peripherals,13599.83,0.15,2039.9744999999998,11559.8555,9416.114903315975,2143.740596684025,2023-04,2023,2023Q2
ORD-000693,2023-04-21,Customer_0246,"Monitor 24""",13,999.99,Latin America,David Kim,Monitors,12999.87,0.15,1949.9805000000001,11049.889500000001,8816.934864967108,2232.954635032893,2023-04,2023,2023Q2
ORD-000694,2023-08-16,Customer_0402,Desktop Elite,5,499.99,Europe,David Kim,Desktops,2499.95,0.1,249.995,2249.955,1613.6497385518578,636.3052614481421,2023-08,2023,2023Q3
ORD-000695,2023-04-21,Customer_0110,Motherboard Z790,10,799.99,North America,Emma Brown,Components,7999.9,0.15,1199.985,6799.915,5479.7844477132885,1320.1305522867115,2023-04,2023,2023Q2
ORD-000696,2023-02-03,Customer_0254,Webcam HD,12,799.99,Europe,Emma Brown,Peripherals,9599.880000000001,0.15,1439.9820000000002,8159.898000000001,6765.612961495315,1394.2850385046859,2023-02,2023,2023Q1
ORD-000697,2024-09-14,Customer_0088,Desktop Elite,17,149.99,Middle East & Africa,Alice Chen,Desktops,2549.83,0.15,382.4745,2167.3555,1895.279285732332,272.0762142676681,2024-09,2024,2024Q3
ORD-000698,2025-01-17,Customer_0072,Graphics Card RTX,6,99.99,Asia Pacific,Bob Martinez,Components,599.9399999999999,0.1,59.994,539.9459999999999,436.593260093454,103.35273990654593,2025-01,2025,2025Q1
ORD-000699,2024-08-17,Customer_0381,CPU i9,3,249.99,North America,Carol White,Components,749.97,0.05,37.4985,712.4715,531.6588631797033,180.8126368202967,2024-08,2024,2024Q3
ORD-000700,2024-02-29,Customer_0030,Mouse Ergonomic,15,249.99,Europe,Carol White,Peripherals,3749.8500000000004,0.15,562.4775000000001,3187.3725000000004,2583.4647948102784,603.907705189722,2024-02,2024,2024Q1
ORD-000701,2024-09-04,Customer_0172,Laptop Air,7,149.99,Europe,Bob Martinez,Laptops,1049.93,0.1,104.99300000000001,944.937,698.0261263631611,246.91087363683891,2024-09,2024,2024Q3
ORD-000702,2024-11-22,Customer_0309,SSD 1TB,6,199.99,North America,Alice Chen,Components,1199.94,0.1,119.99400000000001,1079.9460000000001,688.9116702985798,391.03432970142035,2024-11,2024,2024Q4
ORD-000703,2023-11-11,Customer_0394,SSD 1TB,4,199.99,North America,Bob Martinez,Components,799.96,0.05,39.998000000000005,759.962,466.4657702810061,293.4962297189939,2023-11,2023,2023Q4
ORD-000704,2025-05-26,Customer_0343,Laptop Pro,19,299.99,Europe,Alice Chen,Laptops,5699.81,0.15,854.9715,4844.838500000001,4069.98302854152,774.8554714584807,2025-05,2025,2025Q2
ORD-000705,2024-10-23,Customer_0436,RAM 32GB,5,99.99,Europe,Alice Chen,Components,499.95,0.1,49.995000000000005,449.955,355.29575809159996,94.65924190840002,2024-10,2024,2024Q4
ORD-000706,2023-10-04,Customer_0177,Keyboard Wireless,3,799.99,North America,David Kim,Peripherals,2399.9700000000003,0.05,119.99850000000002,2279.9715,1614.9200977136586,665.0514022863415,2023-10,2023,2023Q4
ORD-000707,2024-09-15,Customer_0139,Webcam HD,9,599.99,Asia Pacific,Bob Martinez,Peripherals,5399.91,0.1,539.991,4859.919,3443.889944211057,1416.029055788943,2024-09,2024,2024Q3
ORD-000708,2024-05-30,Customer_0194,Laptop Pro,6,599.99,Europe,Carol White,Laptops,3599.94,0.1,359.994,3239.946,1998.7101954811985,1241.2358045188014,2024-05,2024,2024Q2
ORD-000709,2025-04-22,Customer_0186,Graphics Card RTX,13,199.99,North America,Emma Brown,Components,2599.87,0.15,389.98049999999995,2209.8894999999998,1600.052003514337,609.8374964856628,2025-04,2025,2025Q2
ORD-000710,2023-12-16,Customer_0218,Docking Station,4,149.99,North America,Emma Brown,Peripherals,599.96,0.05,29.998000000000005,569.962,380.45139379057764,189.51060620942235,2023-12,2023,2023Q4
ORD-000711,2025-04-02,Customer_0164,RAM 32GB,2,99.99,Europe,Bob Martinez,Components,199.98,0.05,9.999,189.981,129.41970818179212,60.56129181820788,2025-04,2025,2025Q2
ORD-000712,2025-01-28,Customer_0161,Headset Pro,4,399.99,Asia Pacific,Emma Brown,Peripherals,1599.96,0.05,79.998,1519.962,1177.3544369427987,342.60756305720133,2025-01,2025,2025Q1
ORD-000713,2025-06-17,Customer_0431,Motherboard Z790,8,999.99,Asia Pacific,Alice Chen,Components,7999.92,0.1,799.9920000000001,7199.928,4573.889300329832,2626.038699670168,2025-06,2025,2025Q2
ORD-000714,2023-08-31,Customer_0013,Desktop Elite,13,99.99,North America,Emma Brown,Desktops,1299.87,0.15,194.98049999999998,1104.8895,849.820408602826,255.06909139717402,2023-08,2023,2023Q3
ORD-000715,2024-06-26,Customer_0296,Desktop Elite,10,299.99,Europe,Alice Chen,Desktops,2999.9,0.15,449.985,2549.915,1870.6910197290288,679.2239802709712,2024-06,2024,2024Q2
ORD-000716,2025-11-29,Customer_0089,"Monitor 24""",18,799.99,Latin America,Alice Chen,Monitors,14399.82,0.15,2159.973,12239.847,10771.347939809937,1468.4990601900627,2025-11,2025,2025Q4
ORD-000717,2023-08-17,Customer_0324,SSD 1TB,9,799.99,Europe,Carol White,Components,7199.91,0.1,719.991,6479.919,5201.01916989509,1278.8998301049096,2023-08,2023,2023Q3
ORD-000718,2024-07-01,Customer_0042,Motherboard Z790,1,249.99,North America,Emma Brown,Components,249.99,0.05,12.499500000000001,237.4905,159.43291514023755,78.05758485976244,2024-07,2024,2024Q3
ORD-000719,2025-07-08,Customer_0403,Laptop Pro,13,499.99,Asia Pacific,Carol White,Laptops,6499.87,0.15,974.9804999999999,5524.8895,4874.506800075345,650.3826999246548,2025-07,2025,2025Q3
ORD-000720,2023-01-06,Customer_0210,Headset Pro,18,499.99,North America,Emma Brown,Peripherals,8999.82,0.15,1349.973,7649.847,5875.19633737182,1774.6506626281798,2023-01,2023,2023Q1
ORD-000721,2024-04-12,Customer_0229,SSD 1TB,15,249.99,North America,Alice Chen,Components,3749.8500000000004,0.15,562.4775000000001,3187.3725000000004,2187.750833909653,999.6216660903474,2024-04,2024,2024Q2
ORD-000722,2023-03-16,Customer_0350,Desktop Elite,2,299.99,North America,Emma Brown,Desktops,599.98,0.05,29.999000000000002,569.981,396.69173952043843,173.28926047956156,2023-03,2023,2023Q1
ORD-000723,2023-01-04,Customer_0275,Graphics Card RTX,11,799.99,North America,Carol White,Components,8799.89,0.15,1319.9834999999998,7479.906499999999,5238.05667128757,2241.8498287124294,2023-01,2023,2023Q1
ORD-000724,2024-10-07,Customer_0442,Docking Station,14,499.99,Europe,David Kim,Peripherals,6999.860000000001,0.15,1049.979,5949.881,4740.743159347231,1209.1378406527692,2024-10,2024,2024Q4
ORD-000725,2023-04-28,Customer_0279,"Monitor 24""",15,499.99,North America,Carol White,Monitors,7499.85,0.15,1124.9775,6374.8725,5531.0496391206425,843.8228608793579,2023-04,2023,2023Q2
ORD-000726,2025-05-30,Customer_0251,Laptop Pro,14,999.99,Latin America,David Kim,Laptops,13999.86,0.15,2099.979,11899.881000000001,9901.25700157793,1998.623998422072,2025-05,2025,2025Q2
ORD-000727,2024-05-18,Customer_0310,"Monitor 24""",16,499.99,Europe,Bob Martinez,Monitors,7999.84,0.15,1199.9759999999999,6799.8640000000005,4836.965163432395,1962.898836567606,2024-05,2024,2024Q2
ORD-000728,2025-08-04,Customer_0208,Graphics Card RTX,15,799.99,Europe,Carol White,Components,11999.85,0.15,1799.9775,10199.872500000001,7312.369294159669,2887.503205840332,2025-08,2025,2025Q3
ORD-000729,2024-07-27,Customer_0321,Laptop Pro,19,299.99,Europe,Emma Brown,Laptops,5699.81,0.15,854.9715,4844.838500000001,3213.8814185712386,1630.9570814287622,2024-07,2024,2024Q3
ORD-000730,2023-07-13,Customer_0140,"Monitor 27""",9,399.99,Asia Pacific,David Kim,Monitors,3599.91,0.1,359.991,3239.919,2185.7701960442782,1054.1488039557216,2023-07,2023,2023Q3
ORD-000731,2025-04-26,Customer_0280,"Monitor 27""",5,199.99,Europe,Emma Brown,Monitors,999.95,0.1,99.995,899.955,568.4965336875667,331.4584663124333,2025-04,2025,2025Q2
ORD-000732,2024-12-15,Customer_0034,CPU i9,5,99.99,Asia Pacific,David Kim,Components,499.95,0.1,49.995000000000005,449.955,324.912377445371,125.04262255462896,2024-12,2024,2024Q4
ORD-000733,2025-11-15,Customer_0309,SSD 1TB,11,149.99,Asia Pacific,Carol White,Components,1649.89,0.15,247.4835,1402.4065,1141.1784525986761,261.2280474013239,2025-11,2025,2025Q4
ORD-000734,2023-06-22,Customer_0392,Mouse Ergonomic,4,599.99,Asia Pacific,Carol White,Peripherals,2399.96,0.05,119.998,2279.962,1680.538948070304,599.4230519296959,2023-06,2023,2023Q2
ORD-000735,2023-11-22,Customer_0018,CPU i9,18,99.99,Europe,Emma Brown,Components,1799.82,0.15,269.97299999999996,1529.847,1011.3293805569836,518.5176194430164,2023-11,2023,2023Q4
ORD-000736,2025-04-15,Customer_0057,Webcam HD,3,999.99,Asia Pacific,Carol White,Peripherals,2999.9700000000003,0.05,149.9985,2849.9715,1853.9549992075322,996.0165007924679,2025-04,2025,2025Q2
ORD-000737,2024-12-24,Customer_0112,"Monitor 24""",4,499.99,Europe,Emma Brown,Monitors,1999.96,0.05,99.998,1899.962,1215.2444012448411,684.7175987551589,2024-12,2024,2024Q4
ORD-000738,2023-08-13,Customer_0005,Mouse Ergonomic,14,299.99,North America,Alice Chen,Peripherals,4199.860000000001,0.15,629.979,3569.8810000000003,2397.532350900318,1172.3486490996825,2023-08,2023,2023Q3
ORD-000739,2024-06-15,Customer_0410,"Monitor 24""",7,399.99,North America,David Kim,Monitors,2799.9300000000003,0.1,279.99300000000005,2519.9370000000004,1742.9403595235704,776.99664047643,2024-06,2024,2024Q2
ORD-000740,2023-04-23,Customer_0414,Desktop Elite,8,599.99,Latin America,Emma Brown,Desktops,4799.92,0.1,479.992,4319.928,2927.2985156519208,1392.6294843480791,2023-04,2023,2023Q2
ORD-000741,2023-05-20,Customer_0182,Motherboard Z790,16,249.99,North America,David Kim,Components,3999.84,0.15,599.976,3399.864,2707.4910794960824,692.3729205039176,2023-05,2023,2023Q2
ORD-000742,2024-07-12,Customer_0013,Keyboard Wireless,15,399.99,Asia Pacific,Alice Chen,Peripherals,5999.85,0.15,899.9775000000001,5099.8725,4359.854197400544,740.0183025994565,2024-07,2024,2024Q3
ORD-000743,2023-01-01,Customer_0339,"Monitor 24""",7,199.99,North America,David Kim,Monitors,1399.93,0.1,139.99300000000002,1259.9370000000001,897.3108140604083,362.6261859395918,2023-01,2023,2023Q1
ORD-000744,2023-03-31,Customer_0285,CPU i9,17,499.99,Europe,Emma Brown,Components,8499.83,0.15,1274.9745,7224.8555,5944.211907087717,1280.6435929122827,2023-03,2023,2023Q1
ORD-000745,2024-10-15,Customer_0259,Desktop Elite,12,149.99,Asia Pacific,Carol White,Desktops,1799.88,0.15,269.982,1529.8980000000001,1042.4942279110323,487.4037720889678,2024-10,2024,2024Q4
ORD-000746,2023-11-16,Customer_0090,Motherboard Z790,18,599.99,North America,David Kim,Components,10799.82,0.15,1619.973,9179.847,7872.996159081116,1306.8508409188835,2023-11,2023,2023Q4
ORD-000747,2023-05-19,Customer_0104,Motherboard Z790,14,499.99,Asia Pacific,David Kim,Components,6999.860000000001,0.15,1049.979,5949.881,4063.55136084846,1886.3296391515405,2023-05,2023,2023Q2
ORD-000748,2025-04-24,Customer_0379,Headset Pro,15,599.99,Asia Pacific,Alice Chen,Peripherals,8999.85,0.15,1349.9775,7649.8725,5295.693862043484,2354.1786379565165,2025-04,2025,2025Q2
ORD-000749,2023-09-16,Customer_0186,"Monitor 27""",15,149.99,Europe,Bob Martinez,Monitors,2249.8500000000004,0.15,337.4775,1912.3725000000004,1285.323017700347,627.0494822996534,2023-09,2023,2023Q3
ORD-000750,2025-06-20,Customer_0250,Graphics Card RTX,5,199.99,Europe,Carol White,Components,999.95,0.1,99.995,899.955,611.9053035090922,288.0496964909079,2025-06,2025,2025Q2
ORD-000751,2024-11-20,Customer_0255,CPU i9,16,249.99,North America,Emma Brown,Components,3999.84,0.15,599.976,3399.864,2641.8226802381264,758.0413197618736,2024-11,2024,2024Q4
ORD-000752,2023-01-10,Customer_0076,Mouse Ergonomic,5,799.99,Europe,Alice Chen,Peripherals,3999.95,0.1,399.995,3599.955,2990.357909183947,609.597090816053,2023-01,2023,2023Q1
ORD-000753,2023-09-18,Customer_0386,RAM 32GB,2,299.99,North America,Emma Brown,Components,599.98,0.05,29.999000000000002,569.981,425.1899906867667,144.7910093132333,2023-09,2023,2023Q3
ORD-000754,2023-06-21,Customer_0459,CPU i9,9,399.99,North America,Emma Brown,Components,3599.91,0.1,359.991,3239.919,2253.857430237775,986.0615697622247,2023-06,2023,2023Q2
ORD-000755,2025-06-16,Customer_0108,Keyboard Wireless,9,99.99,Latin America,David Kim,Peripherals,899.91,0.1,89.991,809.919,598.5924251936004,211.32657480639955,2025-06,2025,2025Q2
ORD-000756,2023-01-13,Customer_0156,Docking Station,4,249.99,Europe,Alice Chen,Peripherals,999.96,0.05,49.998000000000005,949.962,674.634619723594,275.32738027640596,2023-01,2023,2023Q1
ORD-000757,2023-11-17,Customer_0082,Motherboard Z790,15,249.99,Asia Pacific,Alice Chen,Components,3749.8500000000004,0.15,562.4775000000001,3187.3725000000004,2679.438234118873,507.93426588112743,2023-11,2023,2023Q4
ORD-000758,2023-11-25,Customer_0077,"Monitor 27""",11,999.99,Europe,Carol White,Monitors,10999.89,0.15,1649.9834999999998,9349.9065,7670.1172259842815,1679.7892740157176,2023-11,2023,2023Q4
ORD-000759,2025-02-23,Customer_0485,Mouse Ergonomic,1,599.99,North America,Bob Martinez,Peripherals,599.99,0.05,29.9995,569.9905,398.3082966542829,171.68220334571708,2025-02,2025,2025Q1
ORD-000760,2025-02-15,Customer_0470,SSD 1TB,18,599.99,Europe,Emma Brown,Components,10799.82,0.15,1619.973,9179.847,7385.312247816685,1794.5347521833146,2025-02,2025,2025Q1
ORD-000761,2025-06-29,Customer_0460,Keyboard Wireless,1,999.99,Asia Pacific,Carol White,Peripherals,999.99,0.05,49.999500000000005,949.9905,699.176530357358,250.81396964264195,2025-06,2025,2025Q2
ORD-000762,2023-11-14,Customer_0258,Docking Station,8,399.99,North America,Carol White,Peripherals,3199.92,0.1,319.992,2879.928,1845.1660675404328,1034.761932459567,2023-11,2023,2023Q4
ORD-000763,2023-08-24,Customer_0127,Laptop Air,16,599.99,Asia Pacific,Emma Brown,Laptops,9599.84,0.15,1439.9759999999999,8159.8640000000005,5664.780071131569,2495.083928868432,2023-08,2023,2023Q3
ORD-000764,2023-11-30,Customer_0485,Graphics Card RTX,18,799.99,Europe,David Kim,Components,14399.82,0.15,2159.973,12239.847,9902.998963019249,2336.848036980751,2023-11,2023,2023Q4
ORD-000765,2024-01-11,Customer_0391,Graphics Card RTX,9,299.99,North America,David Kim,Components,2699.91,0.1,269.991,2429.919,1944.1649958132057,485.7540041867942,2024-01,2024,2024Q1
ORD-000766,2024-08-10,Customer_0282,Graphics Card RTX,12,99.99,Europe,Emma Brown,Components,1199.8799999999999,0.15,179.98199999999997,1019.8979999999999,758.1471255531594,261.7508744468405,2024-08,2024,2024Q3
